-10 100 -1000
-9.9 98.01 -970.299
-9.8 96.04 -941.192
-9.7 94.09 -912.673
-9.6 92.16 -884.736
-9.5 90.25 -857.375
-9.4 88.36 -830.584
-9.3 86.49 -804.357
-9.2 84.64 -778.688
-9.1 82.81 -753.571
-9 81 -729
-8.9 79.21 -704.969
-8.8 77.44 -681.472
-8.7 75.69 -658.503
-8.6 73.96 -636.056
-8.5 72.25 -614.125
-8.4 70.56 -592.704
-8.3 68.89 -571.787
-8.2 67.24 -551.368
-8.1 65.61 -531.441
-8 64 -512
-7.9 62.41 -493.039
-7.8 60.84 -474.552
-7.7 59.29 -456.533
-7.6 57.76 -438.976
-7.5 56.25 -421.875
-7.4 54.76 -405.224
-7.3 53.29 -389.017
-7.2 51.84 -373.248
-7.1 50.41 -357.911
-7 49 -343
-6.9 47.61 -328.509
-6.8 46.24 -314.432
-6.7 44.89 -300.763
-6.6 43.56 -287.496
-6.5 42.25 -274.625
-6.4 40.96 -262.144
-6.3 39.69 -250.047
-6.2 38.44 -238.328
-6.1 37.21 -226.981
-6 36 -216
-5.9 34.81 -205.379
-5.8 33.64 -195.112
-5.7 32.49 -185.193
-5.6 31.36 -175.616
-5.5 30.25 -166.375
-5.4 29.16 -157.464
-5.3 28.09 -148.877
-5.2 27.04 -140.608
-5.1 26.01 -132.651
-5 25 -125
-4.9 24.01 -117.649
-4.8 23.04 -110.592
-4.7 22.09 -103.823
-4.6 21.16 -97.336
-4.5 20.25 -91.125
-4.4 19.36 -85.184
-4.3 18.49 -79.507
-4.2 17.64 -74.088
-4.1 16.81 -68.921
-4 16 -64
-3.9 15.21 -59.319
-3.8 14.44 -54.872
-3.7 13.69 -50.653
-3.6 12.96 -46.656
-3.5 12.25 -42.875
-3.4 11.56 -39.304
-3.3 10.89 -35.937
-3.2 10.24 -32.768
-3.1 9.61 -29.791
-3 9 -27
-2.9 8.41 -24.389
-2.8 7.84 -21.952
-2.7 7.29 -19.683
-2.6 6.76 -17.576
-2.5 6.25 -15.625
-2.4 5.76 -13.824
-2.3 5.29 -12.167
-2.2 4.84 -10.648
-2.1 4.41 -9.261
-2 4 -8
-1.9 3.61 -6.859
-1.8 3.24 -5.832
-1.7 2.89 -4.913
-1.6 2.56 -4.096
-1.5 2.25 -3.375
-1.4 1.96 -2.744
-1.3 1.69 -2.197
-1.2 1.44 -1.728
-1.1 1.21 -1.331
-1 1 -1
-0.9 0.81 -0.729
-0.8 0.64 -0.512
-0.7 0.49 -0.343
-0.6 0.36 -0.216
-0.5 0.25 -0.125
-0.4 0.16 -0.064
-0.3 0.09 -0.027
-0.2 0.04 -0.008
-0.1 0.01 -0.001
-1.87905e-14 3.53084e-28 -6.63463e-42
0.1 0.01 0.001
0.2 0.04 0.008
0.3 0.09 0.027
0.4 0.16 0.064
0.5 0.25 0.125
0.6 0.36 0.216
0.7 0.49 0.343
0.8 0.64 0.512
0.9 0.81 0.729
1 1 1
1.1 1.21 1.331
1.2 1.44 1.728
1.3 1.69 2.197
1.4 1.96 2.744
1.5 2.25 3.375
1.6 2.56 4.096
1.7 2.89 4.913
1.8 3.24 5.832
1.9 3.61 6.859
2 4 8
2.1 4.41 9.261
2.2 4.84 10.648
2.3 5.29 12.167
2.4 5.76 13.824
2.5 6.25 15.625
2.6 6.76 17.576
2.7 7.29 19.683
2.8 7.84 21.952
2.9 8.41 24.389
3 9 27
3.1 9.61 29.791
3.2 10.24 32.768
3.3 10.89 35.937
3.4 11.56 39.304
3.5 12.25 42.875
3.6 12.96 46.656
3.7 13.69 50.653
3.8 14.44 54.872
3.9 15.21 59.319
4 16 64
4.1 16.81 68.921
4.2 17.64 74.088
4.3 18.49 79.507
4.4 19.36 85.184
4.5 20.25 91.125
4.6 21.16 97.336
4.7 22.09 103.823
4.8 23.04 110.592
4.9 24.01 117.649
5 25 125
5.1 26.01 132.651
5.2 27.04 140.608
5.3 28.09 148.877
5.4 29.16 157.464
5.5 30.25 166.375
5.6 31.36 175.616
5.7 32.49 185.193
5.8 33.64 195.112
5.9 34.81 205.379
6 36 216
6.1 37.21 226.981
6.2 38.44 238.328
6.3 39.69 250.047
6.4 40.96 262.144
6.5 42.25 274.625
6.6 43.56 287.496
6.7 44.89 300.763
6.8 46.24 314.432
6.9 47.61 328.509
7 49 343
7.1 50.41 357.911
7.2 51.84 373.248
7.3 53.29 389.017
7.4 54.76 405.224
7.5 56.25 421.875
7.6 57.76 438.976
7.7 59.29 456.533
7.8 60.84 474.552
7.9 62.41 493.039
8 64 512
8.1 65.61 531.441
8.2 67.24 551.368
8.3 68.89 571.787
8.4 70.56 592.704
8.5 72.25 614.125
8.6 73.96 636.056
8.7 75.69 658.503
8.8 77.44 681.472
8.9 79.21 704.969
9 81 729
9.1 82.81 753.571
9.2 84.64 778.688
9.3 86.49 804.357
9.4 88.36 830.584
9.5 90.25 857.375
9.6 92.16 884.736
9.7 94.09 912.673
9.8 96.04 941.192
9.9 98.01 970.299
10 100 1000
